resource,consumer,body_mass_resource,body_mass_consumer,class_resource,class_consumer,category_resource,category_consumer
Castor canadensis,Gulo gulo,19960,14906.28,mammals,mammals,na,na
Sciurus carolinensis,Lynx canadensis,526.25,9571.625,mammals,mammals,na,na
Spermophilus washingtoni,Pituophis melanoleucus,211.25,315.2912209,mammals,reptilia,na,na
Tamias merriami,Lynx rufus,74.8,7647.05,mammals,mammals,na,na
Capra cylindricornis,Lynx lynx,57500,18625,mammals,mammals,na,na
Petrogale assimilis,Vulpes vulpes,4575,5158.085,mammals,mammals,na,na
Anas acuta,Vulpes velox,944.62,2168.755,aves,mammals,na,na
Onychogalea fraenata,Vulpes vulpes,5220,5158.085,mammals,mammals,na,na
Glaucomys sabrinus,Felis silvestris,152,4794.995,mammals,mammals,na,na
Storeria dekayi,Corvus brachyrhynchos,15.55655134,448.76,reptilia,aves,na,na
Glaucomys volans,Felis silvestris,67.935,4794.995,mammals,mammals,na,na
Storeria occipitomaculata,Corvus brachyrhynchos,7.358581925,448.76,reptilia,aves,na,na
Plethodon cinereus,Cyanocitta cristata,32.90421875,88,amphibians,aves,na,na
Suncus murinus,Boiga irregularis,51.955,288.3222751,mammals,reptilia,na,na
Peromyscus gossypinus,Mephitis mephitis,28.545,2242.51,mammals,mammals,na,na
Anas fulvigula,Falco peregrinus,843.42,759.95,aves,aves,na,na
Zenaida asiatica,Didelphis virginiana,153,2332.74,aves,mammals,na,na
Paguma larvata,Panthera onca,4300,92450,mammals,mammals,na,na
Rhinolophus inops,Homo sapiens,13.55,58620.315,mammals,mammals,bat,na
Megascops kennicottii,Strix occidentalis,141.82,586.37,aves,aves,na,na
Larus californicus,Aquila chrysaetos,683.39,4247.97,aves,aves,na,na
Larus californicus,Pituophis melanoleucus,683.39,315.2912209,aves,reptilia,na,na
Thamnophis butleri,Corvus brachyrhynchos,42.2969156,448.76,reptilia,aves,na,na
Macropus bernardus,Vulpes vulpes,17000,5158.085,mammals,mammals,na,na
Sitta canadensis,Troglodytes aedon,9.8,10.85,aves,aves,na,na
Microtus californicus,Mustela erminea,57.41,201.69,mammals,mammals,na,na
Clethrionomys glareolus,Falco tinnunculus,20.7,183.21,mammals,aves,na,na
Glaucomys volans,Procyon lotor,67.935,5947.485,mammals,mammals,na,na
Peromyscus aztecus,Mustela frenata,37,169,mammals,mammals,na,na
Clethrionomys californicus,Mephitis mephitis,18.3,2242.51,mammals,mammals,na,na
Papio papio,Crocuta crocuta,18026.05,65246.03,mammals,mammals,na,na
Pteropus samoensis,Falco peregrinus,310,759.95,mammals,aves,bat,na
Thomomys mazama,Lynx rufus,84,7647.05,mammals,mammals,na,na
Tamias dorsalis,Felis silvestris,67.4,4794.995,mammals,mammals,na,na
Microtus californicus,Tyto alba,57.41,403.32,mammals,aves,na,na
Chaetophractus nationi,Homo sapiens,2160.005,58620.315,mammals,mammals,na,na
Tamias merriami,Pituophis melanoleucus,74.8,315.2912209,mammals,reptilia,na,na
Elaphodus cephalophus,Panthera pardus,28250,52219.11,mammals,mammals,na,na
Zenaida asiatica,Canis latrans,153,12703.165,aves,mammals,na,na
Myotis grisescens,Vulpes velox,10.67,2168.755,mammals,mammals,bat,na
Sturnus vulgaris,Felis silvestris,77.14,4794.995,aves,mammals,na,na
Peromyscus aztecus,Tyto alba,37,403.32,mammals,aves,na,na
Diadophis punctatus,Micruroides euryxanthus,47.81807872,38.35858527,reptilia,reptilia,na,na
Podilymbus podiceps,Chelydra serpentina,411.93,8133.379934,aves,reptilia,na,na
Amphispiza bilineata,Canis latrans,13.5,12703.165,aves,mammals,na,na
Rupicapra rupicapra,Homo sapiens,29450,58620.315,mammals,mammals,na,na
Anas cyanoptera,Canis latrans,398.261645,12703.165,aves,mammals,na,na
Spermophilus washingtoni,Aquila chrysaetos,211.25,4247.97,mammals,aves,na,na
Microcebus rufus,Polyboroides radiatus,45.5,570,mammals,aves,na,na
Podilymbus podiceps,Larus glaucescens,411.93,1056.54,aves,aves,na,na
Pandion haliaetus,Procyon lotor,1483.2,5947.485,aves,mammals,na,na
Cervus unicolor,Panthera tigris,176000,162782,mammals,mammals,na,na
Sitta pygmaea,Pituophis catenifer,10.6,497.1560436,aves,reptilia,na,na
Carpodacus mexicanus,Accipiter cooperii,21.4,429.67,aves,aves,na,na
Cervus eldii,Panthera tigris,94700,162782,mammals,mammals,na,na
Canis lupus,Canis latrans,33591.665,12703.165,mammals,mammals,na,na
Papio anubis,Pan troglodytes,17728.56,43800,mammals,mammals,na,na
Passer domesticus,Felis silvestris,26.51,4794.995,aves,mammals,na,na
Cyclura cornuta,Homo sapiens,3499.043564,58620.315,reptilia,mammals,na,na
Hypogeomys antimena,Cryptoprocta ferox,1215,9500,mammals,mammals,na,na
Anas acuta,Canis latrans,944.62,12703.165,aves,mammals,na,na
Clethrionomys californicus,Martes americana,18.3,1066,mammals,mammals,na,na
Anas strepera,Canis latrans,915.58,12703.165,aves,mammals,na,na
Spermophilus beecheyi,Aquila chrysaetos,588.25,4247.97,mammals,aves,na,na
Tyto alba,Buteo buteo,403.32,864.34,aves,aves,na,na
Reithrodontomys megalotis,Vulpes velox,10.035,2168.755,mammals,mammals,na,na
Agelaius phoeniceus,Neovison vison,50.78,1150,aves,mammals,na,na
Mazama gouazoupira,Panthera pardus,16400,52219.11,mammals,mammals,na,na
Ctenomys conoveri,Bubo virginianus,860,1575.7,mammals,aves,na,na
Thomomys mazama,Pituophis melanoleucus,84,315.2912209,mammals,reptilia,na,na
Trichosurus caninus,Canis lupus,3320,33591.665,mammals,mammals,na,na
Corvus caurinus,Felis silvestris,390.79,4794.995,aves,mammals,na,na
Ovis ammon,Homo sapiens,146500,58620.315,mammals,mammals,na,na
Thamnophis butleri,Vulpes vulpes,42.2969156,5158.085,reptilia,mammals,na,na
Thomomys mazama,Felis silvestris,84,4794.995,mammals,mammals,na,na
Nucifraga columbiana,Bubo virginianus,129.81,1575.7,aves,aves,na,na
Aythya americana,Larus californicus,1075.69,683.39,aves,aves,na,na
Pseudacris triseriata,Procyon lotor,1.208816667,5947.485,amphibians,mammals,na,na
Papio papio,Hyaena hyaena,18026.05,38402.555,mammals,mammals,na,na
Hemitragus hylocrius,Canis lupus,74350,33591.665,mammals,mammals,na,na
Dendroica petechia,Thamnophis sirtalis,10.22,287.1256415,aves,reptilia,na,na
Podilymbus podiceps,Falco peregrinus,411.93,759.95,aves,aves,na,na
Cervus albirostris,Uncia uncia,161000,38333.5,mammals,mammals,na,na
Columbina inca,Procyon lotor,47.5,5947.485,aves,mammals,na,na
Sorex araneus,Strix aluco,9.415,472.46,mammals,aves,na,na
Myrmecophaga tridactyla,Puma concolor,25116.575,52750.02,mammals,mammals,na,na
Neurotrichus gibbsii,Vulpes velox,9.17,2168.755,mammals,mammals,na,na
Aythya americana,Procyon lotor,1075.69,5947.485,aves,mammals,na,na
Microtus xanthognathus,Martes americana,109.225,1066,mammals,mammals,na,na
Microtus longicaudus,Martes americana,45.755,1066,mammals,mammals,na,na
Storeria occipitomaculata,Spermophilus tridecemlineatus,7.358581925,153.335,reptilia,mammals,na,na
Aix sponsa,Procyon lotor,657.59,5947.485,aves,mammals,na,na
Capra ibex,Canis lupus,77233.255,33591.665,mammals,mammals,na,na
Capra cylindricornis,Canis lupus,57500,33591.665,mammals,mammals,na,na
Branta canadensis,Mephitis mephitis,2811.68,2242.51,aves,mammals,na,na
Melursus ursinus,Panthera pardus,96015,52219.11,mammals,mammals,na,na
Phalanger orientalis,Morelia spilota,2084.375,5288.43927,mammals,reptilia,na,na
Papio ursinus,Panthera pardus,17729.44,52219.11,mammals,mammals,na,na
Papio papio,Panthera pardus,18026.05,52219.11,mammals,mammals,na,na
Papio cynocephalus,Panthera pardus,15822.15,52219.11,mammals,mammals,na,na
Phalanger lullulae,Homo sapiens,1631.25,58620.315,mammals,mammals,na,na
Tamias quadrivittatus,Accipiter gentilis,59.85,866.04,mammals,aves,na,na
Nucifraga columbiana,Buteo swainsoni,129.81,946.61,aves,aves,na,na
Chelydra serpentina,Corvus brachyrhynchos,8133.379934,448.76,reptilia,aves,na,na
Anas americana,Mustela erminea,754.61,201.69,aves,mammals,na,na
Microtus ochrogaster,Vulpes velox,40.255,2168.755,mammals,mammals,na,na
Microtus californicus,Urocyon cinereoargenteus,57.41,3831.86,mammals,mammals,na,na
Sus verrucosus,Panthera tigris,85125,162782,mammals,mammals,na,na
Ratufa indica,Felis silvestris,1060,4794.995,mammals,mammals,na,na
Hemitragus hylocrius,Cuon alpinus,74350,15036.665,mammals,mammals,na,na
Odocoileus virginianus,Homo sapiens,65254.28,58620.315,mammals,mammals,na,na
Sus verrucosus,Homo sapiens,85125,58620.315,mammals,mammals,na,na
Anaxyrus americanus,Procyon lotor,89.35,5947.485,amphibians,mammals,na,na
Alces alces,Homo sapiens,418999.08,58620.315,mammals,mammals,na,na
Reithrodontomys megalotis,Vulpes vulpes,10.035,5158.085,mammals,mammals,na,na
Cyrtonyx montezumae,Canis latrans,185.38,12703.165,aves,mammals,na,na
Eulemur rubriventer,Canis lupus,1720,33591.665,mammals,mammals,na,na
Larus californicus,Branta canadensis,683.39,2811.68,aves,aves,na,na
Microtus ochrogaster,Urocyon cinereoargenteus,40.255,3831.86,mammals,mammals,na,na
Thomomys mazama,Spilogale gracilis,84,466.5,mammals,mammals,na,na
Peromyscus polionotus,Urocyon cinereoargenteus,13.625,3831.86,mammals,mammals,na,na
Corvus caurinus,Canis lupus,390.79,33591.665,aves,mammals,na,na
Corvus caurinus,Accipiter gentilis,390.79,866.04,aves,aves,na,na
Pseudacris triseriata,Neovison vison,1.208816667,1150,amphibians,mammals,na,na
Papio cynocephalus,Acinonyx jubatus,15822.15,48600,mammals,mammals,na,na
Mus musculus,Vulpes vulpes,17.775,5158.085,mammals,mammals,na,na
Blarina carolinensis,Vulpes vulpes,12.55,5158.085,mammals,mammals,na,na
Anser anser,Vulpes vulpes,3302.41,5158.085,aves,mammals,na,na
Blarina brevicauda,Vulpes vulpes,23.2,5158.085,mammals,mammals,na,na
Thomomys mazama,Canis lupus,84,33591.665,mammals,mammals,na,na
Rattus norvegicus,Vulpes vulpes,310.665,5158.085,mammals,mammals,na,na
Bassariscus astutus,Bubo virginianus,1074.755,1575.7,mammals,aves,na,na
Lagenorhynchus cruciger,Orcinus orca,110000,4965000,mammals,mammals,marmam,marmam
Raphicerus sharpei,Caracal caracal,9414.96,12874.955,mammals,mammals,na,na
Cervus nippon,Homo sapiens,53000,58620.315,mammals,mammals,na,na
Parascalops breweri,Vulpes vulpes,50.8,5158.085,mammals,mammals,na,na
Neurotrichus gibbsii,Vulpes vulpes,9.17,5158.085,mammals,mammals,na,na
Redunca arundinum,Homo sapiens,57850.135,58620.315,mammals,mammals,na,na
Fulica americana,Pandion haliaetus,636.74,1483.2,aves,aves,na,na
Redunca fulvorufula,Homo sapiens,29199.93,58620.315,mammals,mammals,na,na
Bos javanicus,Panthera tigris,626000,162782,mammals,mammals,na,na
Micrathene whitneyi,Pituophis melanoleucus,41,315.2912209,aves,reptilia,na,na
Wilsonia citrina,Felis silvestris,10.54,4794.995,aves,mammals,na,na
Sorex araneus,Tyto alba,9.415,403.32,mammals,aves,na,na
Strix varia,Procyon lotor,711.49,5947.485,aves,mammals,na,na
Peromyscus polionotus,Vulpes velox,13.625,2168.755,mammals,mammals,na,na
Saguinus bicolor,Homo sapiens,465,58620.315,mammals,mammals,na,na
Arborimus longicaudus,Martes americana,21.8,1066,mammals,mammals,na,na
Larus californicus,Canis lupus,683.39,33591.665,aves,mammals,na,na
Equus kiang,Canis lupus,277500,33591.665,mammals,mammals,na,na
Monachus tropicalis,Homo sapiens,199500,58620.315,mammals,mammals,marmam,na
Equus hemionus,Canis lupus,238000,33591.665,mammals,mammals,na,na
Nasua nasua,Puma concolor,3791.925,52750.02,mammals,mammals,na,na
Myotis grisescens,Vulpes vulpes,10.67,5158.085,mammals,mammals,bat,na
Micrathene whitneyi,Bassariscus astutus,41,1074.755,aves,mammals,na,na
Lemmiscus curtatus,Canis latrans,28.285,12703.165,mammals,mammals,na,na
Reithrodontomys megalotis,Urocyon cinereoargenteus,10.035,3831.86,mammals,mammals,na,na
Passer domesticus,Canis lupus,26.51,33591.665,aves,mammals,na,na
Castor canadensis,Canis lupus,19960,33591.665,mammals,mammals,na,na
Hippotragus niger,Homo sapiens,230749.635,58620.315,mammals,mammals,na,na
Anser anser,Vulpes lagopus,3302.41,3584.37,aves,mammals,na,na
Alligator mississippiensis,Homo sapiens,60001.02853,58620.315,reptilia,mammals,na,na
Megascops asio,Procyon lotor,179.99,5947.485,aves,mammals,na,na
Miniopterus australis,Vulpes vulpes,6.755,5158.085,mammals,mammals,bat,na
Lampropeltis triangulum,Canis latrans,206.289758,12703.165,reptilia,mammals,na,na
Spermophilus washingtoni,Buteo regalis,211.25,1437.18,mammals,aves,na,na
Gallinula chloropus,Corvus frugilegus,339.63,452.1,aves,aves,na,na
Chen caerulescens,Vulpes lagopus,2636.15,3584.37,aves,mammals,na,na
Notomys alexis,Felis silvestris,33.65,4794.995,mammals,mammals,na,na
Egretta thula,Corvus ossifragus,371,284.6,aves,aves,na,na
Vulpes vulpes,Puma concolor,5158.085,52750.02,mammals,mammals,na,na
Sorex araneus,Mustela erminea,9.415,201.69,mammals,mammals,na,na
Marmota broweri,Gulo gulo,3405,14906.28,mammals,mammals,na,na
Zapus princeps,Procyon lotor,28.1,5947.485,mammals,mammals,na,na
Neurotrichus gibbsii,Urocyon cinereoargenteus,9.17,3831.86,mammals,mammals,na,na
Cervus unicolor,Homo sapiens,176000,58620.315,mammals,mammals,na,na
Cervus alfredi,Homo sapiens,45800,58620.315,mammals,mammals,na,na
Herpestes edwardsi,Panthera pardus,1304.67,52219.11,mammals,mammals,na,na
Megascops kennicottii,Strix varia,141.82,711.49,aves,aves,na,na
Sciurus carolinensis,Neovison vison,526.25,1150,mammals,mammals,na,na
Canis lupus,Canis lupus,33591.665,33591.665,mammals,mammals,na,na
Junco hyemalis,Martes americana,19.5,1066,aves,mammals,na,na
Castor canadensis,Lynx canadensis,19960,9571.625,mammals,mammals,na,na
Neophoca cinerea,Homo sapiens,189500,58620.315,mammals,mammals,marmam,na
Cervus eldii,Homo sapiens,94700,58620.315,mammals,mammals,na,na
Anas fulvigula,Vulpes vulpes,843.42,5158.085,aves,mammals,na,na
Cervus albirostris,Homo sapiens,161000,58620.315,mammals,mammals,na,na
Chaetodipus nelsoni,Crotalus atrox,15.525,1695.613881,mammals,reptilia,na,na
Anas acuta,Vulpes vulpes,944.62,5158.085,aves,mammals,na,na
Arctocephalus australis,Homo sapiens,56650,58620.315,mammals,mammals,marmam,na
Plestiodon fasciatus,Accipiter striatus,6.745333421,130.59,reptilia,aves,na,na
Diadophis punctatus,Didelphis virginiana,47.81807872,2332.74,reptilia,mammals,na,na
Mesoplodon europaeus,Orcinus orca,5600000,4965000,mammals,mammals,na,marmam
Lepus nigricollis,Homo sapiens,2299.25,58620.315,mammals,mammals,na,na
Trachemys scripta,Procyon lotor,812.1316188,5947.485,reptilia,mammals,na,na
Agelaius phoeniceus,Pica pica,50.78,217.48,aves,aves,na,na
Peromyscus boylii,Vulpes velox,22.625,2168.755,mammals,mammals,na,na
Vulpes vulpes,Homo sapiens,5158.085,58620.315,mammals,mammals,na,na
Anas americana,Vulpes vulpes,754.61,5158.085,aves,mammals,na,na
Sciurus carolinensis,Canis lupus,526.25,33591.665,mammals,mammals,na,na
Hippotragus equinus,Crocuta crocuta,264998.83,65246.03,mammals,mammals,na,na
Corvus caurinus,Sciurus carolinensis,390.79,526.25,aves,mammals,na,na
Mesoplodon layardii,Orcinus orca,1500000,4965000,mammals,mammals,na,marmam
Ursus americanus,Canis lupus,105474.68,33591.665,mammals,mammals,na,na
Arvicola amphibius,Buteo buteo,120,864.34,mammals,aves,na,na
Columbina inca,Bassariscus astutus,47.5,1074.755,aves,mammals,na,na
Lasiurus seminolus,Cyanocitta cristata,9.88,88,mammals,aves,bat,na
Sitta canadensis,Tamias cinereicollis,9.8,61.65,aves,mammals,na,na
Thomomys talpoides,Vulpes velox,117.54,2168.755,mammals,mammals,na,na
Phoca largha,Eumetopias jubatus,124650,347000,mammals,mammals,marmam,marmam
Dendroica petechia,Corvus brachyrhynchos,10.22,448.76,aves,aves,na,na
Petauroides volans,Tyto tenebricosa,1280,660.6,mammals,aves,na,na
Marmota broweri,Canis lupus,3405,33591.665,mammals,mammals,na,na
Dipodomys californicus,Vulpes velox,84.98,2168.755,mammals,mammals,na,na
Anas fulvigula,Urocyon cinereoargenteus,843.42,3831.86,aves,mammals,na,na
Dipodomys deserti,Vulpes velox,106.25,2168.755,mammals,mammals,na,na
Marmota monax,Canis lupus,3840.86,33591.665,mammals,mammals,na,na
Anas acuta,Urocyon cinereoargenteus,944.62,3831.86,aves,mammals,na,na
Dendroica palmarum,Falco columbarius,10.3,188.5,aves,aves,na,na
Marmota bobak,Aquila heliaca,5500,3125.21,mammals,aves,na,na
Chrysemys picta,Procyon lotor,614.624445,5947.485,reptilia,mammals,na,na
Eubalaena glacialis,Orcinus orca,2.30E+07,4965000,mammals,mammals,marmam,marmam
Sus celebensis,Homo sapiens,54050,58620.315,mammals,mammals,na,na
Myotis grisescens,Urocyon cinereoargenteus,10.67,3831.86,mammals,mammals,bat,na
Mazama gouazoupira,Puma concolor,16400,52750.02,mammals,mammals,na,na
Tyto alba,Strix aluco,403.32,472.46,aves,aves,na,na
Pseudacris triseriata,Lanius excubitor,1.208816667,63.41,amphibians,aves,na,na
Callorhinus ursinus,Eumetopias jubatus,50416.5,347000,mammals,mammals,marmam,marmam
Spermophilus beecheyi,Canis lupus,588.25,33591.665,mammals,mammals,na,na
Cervus elaphus,Puma concolor,202507.925,52750.02,mammals,mammals,na,na
Solenodon paradoxus,Felis silvestris,893.5,4794.995,mammals,mammals,na,na
Pseudomys higginsi,Dasyurus viverrinus,65.05,1110,mammals,mammals,na,na
Plethodon cinereus,Mephitis mephitis,32.90421875,2242.51,amphibians,mammals,na,na
Larus californicus,Larus argentatus,683.39,1090.99,aves,aves,na,na
Anas fulvigula,Circus cyaneus,843.42,392.98,aves,aves,na,na
Allocebus trichotis,Homo sapiens,78.2,58620.315,mammals,mammals,na,na
Certhia americana,Felis silvestris,8.1,4794.995,aves,mammals,na,na
Gazella gazella,Vulpes vulpes,21974.965,5158.085,mammals,mammals,na,na
Hypogeomys antimena,Acrantophis dumerili,1215,877.0845237,mammals,reptilia,na,na
Colaptes auratus,Procyon lotor,131.46,5947.485,aves,mammals,na,na
Manis javanica,Homo sapiens,5005,58620.315,mammals,mammals,na,na
Lemmiscus curtatus,Lynx rufus,28.285,7647.05,mammals,mammals,na,na
Dipodomys venustus,Canis latrans,75,12703.165,mammals,mammals,na,na
Loxodonta africana,Homo sapiens,3940017.14,58620.315,mammals,mammals,na,na
Hippotragus equinus,Lycaon pictus,264998.83,22025.035,mammals,mammals,na,na
Hippotragus niger,Lycaon pictus,230749.635,22025.035,mammals,mammals,na,na
Perognathus fasciatus,Canis latrans,11.425,12703.165,mammals,mammals,na,na
Genetta piscivora,Homo sapiens,1648.05,58620.315,mammals,mammals,na,na
Ovis ammon,Panthera pardus,146500,52219.11,mammals,mammals,na,na
Storeria dekayi,Felis silvestris,15.55655134,4794.995,reptilia,mammals,na,na
Myopus schisticolor,Buteo buteo,27.5,864.34,mammals,aves,na,na
Anas americana,Circus cyaneus,754.61,392.98,aves,aves,na,na
Pseudois nayaur,Panthera pardus,48400,52219.11,mammals,mammals,na,na
Storeria occipitomaculata,Felis silvestris,7.358581925,4794.995,reptilia,mammals,na,na
Clethrionomys glareolus,Buteo lagopus,20.7,949.76,mammals,aves,na,na
Dipodomys deserti,Canis latrans,106.25,12703.165,mammals,mammals,na,na
Dipodomys compactus,Canis latrans,49.225,12703.165,mammals,mammals,na,na
Eremophila alpestris,Procyon lotor,33.33,5947.485,aves,mammals,na,na
Petrodromus tetradactylus,Homo sapiens,194.25,58620.315,mammals,mammals,na,na
Phoca largha,Ursus arctos,124650,188260.21,mammals,mammals,marmam,na
Egretta thula,Alligator mississippiensis,371,60001.02853,aves,reptilia,na,na
Dipodomys microps,Canis latrans,55.45,12703.165,mammals,mammals,na,na
Aix sponsa,Bubo virginianus,657.59,1575.7,aves,aves,na,na
Chordeiles minor,Corvus corax,79.3,927.97,aves,aves,na,na
Clethrionomys californicus,Spilogale gracilis,18.3,466.5,mammals,mammals,na,na
Thamnophis butleri,Felis silvestris,42.2969156,4794.995,reptilia,mammals,na,na
Odocoileus virginianus,Canis latrans,65254.28,12703.165,mammals,mammals,na,na
Avahi laniger,Homo sapiens,960,58620.315,mammals,mammals,na,na
Paguma larvata,Homo sapiens,4300,58620.315,mammals,mammals,na,na
Trachemys scripta,Didelphis virginiana,812.1316188,2332.74,reptilia,mammals,na,na
Neurotrichus gibbsii,Buteo jamaicensis,9.17,1101.16,mammals,aves,na,na
Chrysemys picta,Lontra canadensis,614.624445,8088.71,reptilia,mammals,na,na
Dendroica petechia,Falco sparverius,10.22,114.61,aves,aves,na,na
Cervus elaphus,Canis latrans,202507.925,12703.165,mammals,mammals,na,na
Parascalops breweri,Lithobates catesbeianus,50.8,312.7083338,mammals,amphibians,na,na
Asio flammeus,Bubo virginianus,322.61,1575.7,aves,aves,na,na
Marmota caudata,Aquila chrysaetos,4350,4247.97,mammals,aves,na,na
Rangifer tarandus,Ursus arctos,97016.99,188260.21,mammals,mammals,na,na
Marmota bobak,Aquila chrysaetos,5500,4247.97,mammals,aves,na,na
Dendroica petechia,Felis silvestris,10.22,4794.995,aves,mammals,na,na
Eulemur rubriventer,Homo sapiens,1720,58620.315,mammals,mammals,na,na
Plecotus rafinesquii,Didelphis virginiana,9.08,2332.74,mammals,mammals,bat,na
Spermophilus washingtoni,Athene cunicularia,211.25,150.61,mammals,aves,na,na
Procapra gutturosa,Vulpes vulpes,27925,5158.085,mammals,mammals,na,na
Papio anubis,Panthera pardus,17728.56,52219.11,mammals,mammals,na,na
Mungotictis decemlineata,Cryptoprocta ferox,660,9500,mammals,mammals,na,na
Rattus exulans,Herpestes javanicus,48.955,757.5,mammals,mammals,na,na
Ursus americanus,Homo sapiens,105474.68,58620.315,mammals,mammals,na,na
Ursus arctos,Homo sapiens,188260.21,58620.315,mammals,mammals,na,na
Ursus maritimus,Homo sapiens,381875.18,58620.315,mammals,mammals,na,na
Eubalaena glacialis,Homo sapiens,2.30E+07,58620.315,mammals,mammals,marmam,na
Parascalops breweri,Strix nebulosa,50.8,1061.89,mammals,aves,na,na
Bassariscus astutus,Lynx rufus,1074.755,7647.05,mammals,mammals,na,na
Phoca largha,Ursus maritimus,124650,381875.18,mammals,mammals,marmam,na
Diadophis punctatus,Coluber constrictor,47.81807872,208.8797407,reptilia,reptilia,na,na
Aix sponsa,Vulpes vulpes,657.59,5158.085,aves,mammals,na,na
Miopithecus talapoin,Varanus niloticus,1250,4312.601324,mammals,reptilia,na,na
Panthera pardus,Panthera tigris,52219.11,162782,mammals,mammals,na,na
Capra ibex,Homo sapiens,77233.255,58620.315,mammals,mammals,na,na
Plecotus rafinesquii,Procyon lotor,9.08,5947.485,mammals,mammals,bat,na
Kobus megaceros,Panthera leo,86350.195,160249.53,mammals,mammals,na,na
Redunca arundinum,Panthera leo,57850.135,160249.53,mammals,mammals,na,na
Redunca fulvorufula,Panthera leo,29199.93,160249.53,mammals,mammals,na,na
Microtus longicaudus,Asio flammeus,45.755,322.61,mammals,aves,na,na
Sylvilagus floridanus,Homo sapiens,1191.395,58620.315,mammals,mammals,na,na
Peromyscus aztecus,Canis latrans,37,12703.165,mammals,mammals,na,na
Dipodomys venustus,Urocyon cinereoargenteus,75,3831.86,mammals,mammals,na,na
Balaena mysticetus,Homo sapiens,89850000,58620.315,mammals,mammals,marmam,na
Plestiodon fasciatus,Procyon lotor,6.745333421,5947.485,reptilia,mammals,na,na
Papio hamadryas,Aquila verreauxii,19075.025,4195,mammals,aves,na,na
Carpodacus mexicanus,Procyon lotor,21.4,5947.485,aves,mammals,na,na
Pelea capreolus,Panthera leo,21250,160249.53,mammals,mammals,na,na
Hippotragus niger,Panthera leo,230749.635,160249.53,mammals,mammals,na,na
Hippotragus equinus,Panthera leo,264998.83,160249.53,mammals,mammals,na,na
Panthera pardus,Panthera leo,52219.11,160249.53,mammals,mammals,na,na
Strix varia,Bubo virginianus,711.49,1575.7,aves,aves,na,na
Anas strepera,Taxidea taxus,915.58,7473.775,aves,mammals,na,na
Micrathene whitneyi,Bubo virginianus,41,1575.7,aves,aves,na,na
Anas acuta,Taxidea taxus,944.62,7473.775,aves,mammals,na,na
Thomomys talpoides,Urocyon cinereoargenteus,117.54,3831.86,mammals,mammals,na,na
Dipodomys californicus,Urocyon cinereoargenteus,84.98,3831.86,mammals,mammals,na,na
Lepus nigricollis,Cuon alpinus,2299.25,15036.665,mammals,mammals,na,na
Dipodomys deserti,Urocyon cinereoargenteus,106.25,3831.86,mammals,mammals,na,na
Megascops asio,Didelphis virginiana,179.99,2332.74,aves,mammals,na,na
Dendroica petechia,Coluber constrictor,10.22,208.8797407,aves,reptilia,na,na
Ctenomys conoveri,Felis silvestris,860,4794.995,mammals,mammals,na,na
Dipodomys deserti,Spilogale gracilis,106.25,466.5,mammals,mammals,na,na
Sitta pygmaea,Glaucidium gnoma,10.6,61.25,aves,aves,na,na
Pygathrix nemaeus,Homo sapiens,8930,58620.315,mammals,mammals,na,na
Anas americana,Taxidea taxus,754.61,7473.775,aves,mammals,na,na
Sylvilagus floridanus,Vulpes vulpes,1191.395,5158.085,mammals,mammals,na,na
Surnia ulula,Bubo virginianus,319.9,1575.7,aves,aves,na,na
Carpodacus mexicanus,Mephitis mephitis,21.4,2242.51,aves,mammals,na,na
Plestiodon fasciatus,Mephitis mephitis,6.745333421,2242.51,reptilia,mammals,na,na
Tyrannus melancholicus,Ramphastos swainsonii,37.4,651.68,aves,aves,na,na
Peromyscus boylii,Urocyon cinereoargenteus,22.625,3831.86,mammals,mammals,na,na
Spermophilus washingtoni,Buteo swainsoni,211.25,946.61,mammals,aves,na,na
Bassariscus astutus,Canis latrans,1074.755,12703.165,mammals,mammals,na,na
Monodon monoceros,Homo sapiens,919000,58620.315,mammals,mammals,marmam,na
Equus hemionus,Homo sapiens,238000,58620.315,mammals,mammals,na,na
Equus kiang,Homo sapiens,277500,58620.315,mammals,mammals,na,na
Clethrionomys glareolus,Mustela erminea,20.7,201.69,mammals,mammals,na,na
Cervus eldii,Cuon alpinus,94700,15036.665,mammals,mammals,na,na
Vulpes vulpes,Canis latrans,5158.085,12703.165,mammals,mammals,na,na
Aythya americana,Homo sapiens,1075.69,58620.315,aves,mammals,na,na
Plethodon cinereus,Corvus brachyrhynchos,32.90421875,448.76,amphibians,aves,na,na
Pandion haliaetus,Crocodylus niloticus,1483.2,104541.5094,aves,reptilia,na,na
Sylvilagus brasiliensis,Eira barbara,969.495,4025.015,mammals,mammals,na,na
Certhia americana,Spermophilus lateralis,8.1,183,aves,mammals,na,na
Ondatra zibethicus,Alligator mississippiensis,1028.875,60001.02853,mammals,reptilia,na,na
Pelea capreolus,Lycaon pictus,21250,22025.035,mammals,mammals,na,na
Tyto alba,Bubo bubo,403.32,2668.51,aves,aves,na,na
Mustela frenata,Canis latrans,169,12703.165,mammals,mammals,na,na
Bubalus depressicornis,Python molurus,277500,24741.97203,mammals,reptilia,na,na
Thomomys mazama,Strix occidentalis,84,586.37,mammals,aves,na,na
Redunca arundinum,Lycaon pictus,57850.135,22025.035,mammals,mammals,na,na
Damaliscus hunteri,Acinonyx jubatus,78600,48600,mammals,mammals,na,na
Microtus xanthognathus,Strix nebulosa,109.225,1061.89,mammals,aves,na,na
